CustID,account_id,account_type,creditor,account_owner,int_rate,credit_limit,balance,utilization,open_date,closed_date,report_date,current_delq,worst_dlq
C585680,A469733,revolving,Bank of XYZ,individual,0.090288689,5400,2578.873411,0.47756915,7/30/13,,5/31/14,<30DPD,<30DPD
C585698,A807241,revolving,Uprise,individual,0.085945961,6300,3459.931174,0.549195424,4/10/13,,5/29/14,<30DPD,<30DPD
C585698,A152839,revolving,Uprise,individual,0.086025405,1700,796.2644702,0.468390865,3/26/14,,5/29/14,<30DPD,<30DPD
C585817,A157829,instalment,ABC Bank,individual,0.07932196,,,,10/3/12,,5/31/14,<30DPD,<30DPD
C585817,A341459,revolving,ABC Bank,individual,0.093159675,1200,1140,0.95,5/28/14,,5/31/14,60-90DPD,>90DPD
C585817,A583295,revolving,TrendingClub,joint,0.093300181,7900,5083.162377,0.643438276,8/7/12,,5/29/14,<30DPD,<30DPD
C585923,A839662,instalment,ABC Bank,joint,0.076850114,,,,3/26/14,,5/30/14,<30DPD,<30DPD
C585923,A220922,revolving,Lord_P2P,individual,0.092900926,3100,1825.581766,0.588897344,6/9/13,,5/29/14,60-90DPD,60-90DPD
C585923,A395051,mortgage,TrendingClub,joint,0.060986478,,,,6/28/04,,5/31/14,<30DPD,<30DPD
C585923,A949909,revolving,ABC Bank,individual,0.087252342,3800,1283.82876,0.337849674,8/10/12,,5/30/14,<30DPD,<30DPD
C585923,A644549,revolving,ABC Bank,joint,0.088102091,5100,1922.846176,0.377028662,9/14/13,,5/29/14,<30DPD,<30DPD
C585923,A447840,revolving,TrendingClub,individual,0.089879319,3400,197.6075786,0.058119876,2/15/13,,5/29/14,>90DPD,>90DPD
C585923,A569656,revolving,Cooperative Capital,individual,0.093819949,3500,2509.807336,0.71708781,3/21/13,,5/30/14,<30DPD,<30DPD
C585929,A865872,revolving,ABC Bank,individual,0.088418678,1200,1140,0.95,3/14/14,,5/29/14,<30DPD,<30DPD
C586061,A368355,revolving,ABC Bank,individual,0.08761382,6500,3953.192595,0.608183476,8/11/13,,5/30/14,60-90DPD,60-90DPD
C586061,A845021,revolving,Bank of XYZ,individual,0.093730088,4500,3916.120044,0.870248899,2/26/14,,5/30/14,<30DPD,<30DPD
C586061,A486480,revolving,ABC Bank,individual,0.086635367,5500,3554.370085,0.646249106,7/21/12,,5/29/14,<30DPD,>90DPD
C586061,A772728,revolving,TrendingClub,individual,0.085993188,6900,4701.457779,0.681370693,10/18/13,,5/30/14,30-60DPD,30-60DPD
C586084,A656390,revolving,Cooperative Capital,individual,0.092236261,7900,7453.939026,0.943536586,9/9/13,,5/30/14,<30DPD,<30DPD
C586084,A613507,revolving,ABC Bank,individual,0.082871192,7500,1008.625389,0.134483385,4/20/13,,5/30/14,<30DPD,<30DPD
C586223,A747036,instalment,Uprise,individual,0.079150724,,,,5/13/13,6/26/14,5/29/14,,<30DPD
C586383,A302527,instalment,TrendingClub,individual,0.078735471,,,,4/8/14,,5/29/14,<30DPD,<30DPD
C586383,A351923,revolving,Rhyme,individual,0.090205789,3700,2088.722394,0.564519566,11/14/13,,5/30/14,<30DPD,<30DPD
C586383,A191214,revolving,TrendingClub,individual,0.093092911,6300,2103.915895,0.333954904,1/20/14,,5/31/14,<30DPD,<30DPD
C586383,A761305,revolving,Bank of XYZ,individual,0.086870618,5700,0,0,5/14/13,,5/30/14,<30DPD,<30DPD
C586383,A507797,revolving,Bank of XYZ,individual,0.087759103,6900,3980.683492,0.576910651,2/20/13,,5/30/14,60-90DPD,60-90DPD
C586561,A441335,mortgage,TrendingClub,individual,0.058459419,,,,2/21/10,,5/30/14,<30DPD,<30DPD
C586561,A391152,revolving,Uprise,individual,0.088971154,2600,602.5642048,0.231755463,9/1/12,,5/29/14,<30DPD,<30DPD
C586729,A402054,revolving,Lord_P2P,joint,0.086353732,7300,4310.283547,0.590449801,10/18/13,,5/30/14,>90DPD,>90DPD
C586729,A51855,revolving,Cooperative Capital,individual,0.089476685,1400,1267.842238,0.905601598,5/2/13,,5/31/14,60-90DPD,60-90DPD
C586764,A955121,revolving,TrendingClub,individual,0.089591382,6600,3494.27385,0.529435432,4/15/14,,5/29/14,<30DPD,<30DPD
C586764,A628727,revolving,ABC Bank,joint,0.095795741,4900,1681.374656,0.343137685,10/14/13,,5/31/14,60-90DPD,60-90DPD
C586824,A483694,revolving,Bank of XYZ,individual,0.088056497,7700,951.0520992,0.12351326,3/1/13,,5/29/14,<30DPD,<30DPD
C586824,A591098,revolving,Cooperative Capital,individual,0.090134973,6000,4284.279382,0.714046564,2/18/14,,5/30/14,<30DPD,30-60DPD
C586824,A919893,revolving,ABC Bank,individual,0.096009009,4900,3624.466702,0.739687082,11/4/13,,5/29/14,<30DPD,<30DPD
C586965,A36195,revolving,Uprise,individual,0.091888253,7200,4788.989103,0.665137375,9/12/12,,5/31/14,<30DPD,<30DPD
C586965,A170625,revolving,Bank of XYZ,individual,0.092166677,1700,394.2635925,0.23191976,2/17/13,,5/31/14,<30DPD,<30DPD
C586965,A51441,revolving,Uprise,individual,0.082567264,1300,989.2914778,0.760993444,5/16/13,,5/31/14,<30DPD,30-60DPD
C587135,A796036,revolving,Bank of XYZ,individual,0.08936037,1400,942.2024064,0.673001719,11/18/12,,5/30/14,<30DPD,<30DPD
C587135,A164517,revolving,ABC Bank,joint,0.095544714,7200,5791.870933,0.804426518,8/15/13,,5/30/14,<30DPD,<30DPD
C587135,A19504,revolving,Bank of XYZ,individual,0.097103694,4500,3019.915489,0.671092331,4/7/14,,5/29/14,<30DPD,<30DPD
C587206,A308327,instalment,Bank of XYZ,individual,0.080135602,,,,10/14/12,,5/30/14,<30DPD,<30DPD
C587206,A286419,revolving,Uprise,individual,0.082494948,4900,4655,0.95,9/22/13,,5/31/14,30-60DPD,30-60DPD
C587206,A721223,revolving,Rhyme,individual,0.09359879,1600,1006.038921,0.628774326,4/7/13,,5/30/14,30-60DPD,30-60DPD
C587206,A613638,revolving,Rhyme,individual,0.093829791,6100,5663.679299,0.928472016,2/17/13,,5/31/14,<30DPD,30-60DPD
C587206,A948130,revolving,ABC Bank,individual,0.085731118,4600,2121.418115,0.461177851,10/3/12,,5/31/14,<30DPD,<30DPD
C587279,A556196,revolving,Uprise,individual,0.094845233,7600,2652.762658,0.349047718,8/25/12,,5/29/14,<30DPD,<30DPD
C587279,A444504,revolving,Rhyme,individual,0.090746599,2400,1250.12252,0.520884383,6/16/13,,5/30/14,60-90DPD,>90DPD
C587279,A495843,revolving,Bank of XYZ,individual,0.090821984,3500,2504.751722,0.715643349,1/4/13,,5/30/14,<30DPD,<30DPD
C587323,A952699,mortgage,ABC Bank,individual,0.061046245,,,,10/25/09,,5/30/14,30-60DPD,30-60DPD
C587366,A256734,instalment,Bank of XYZ,individual,0.079578312,,,,4/26/13,,5/29/14,<30DPD,<30DPD
C587608,A484562,revolving,Cooperative Capital,individual,0.088153692,7100,5172.613401,0.728537099,1/29/13,,5/29/14,<30DPD,<30DPD
C587608,A700448,revolving,ABC Bank,individual,0.091904173,4900,2957.434394,0.60355804,4/15/14,,5/29/14,<30DPD,<30DPD
C587608,A621442,revolving,Bank of XYZ,individual,0.0842114,3700,38.38867237,0.010375317,2/27/13,,5/29/14,<30DPD,<30DPD
C587608,A209851,revolving,ABC Bank,individual,0.08303866,6500,6175,0.95,2/25/13,,5/31/14,<30DPD,<30DPD
C587857,A863388,revolving,Lord_P2P,joint,0.095269562,,,,11/4/12,3/27/14,5/29/14,,<30DPD
C587857,A15754,revolving,Bank of XYZ,individual,0.087940837,,,,10/21/12,1/17/14,5/30/14,,<30DPD
C587868,A38456,instalment,Rhyme,individual,0.080411497,,,,1/21/14,,5/30/14,<30DPD,<30DPD
C587868,A230799,instalment,Bank of XYZ,individual,0.078884372,,,,1/20/13,,5/29/14,<30DPD,<30DPD
C587868,A69508,revolving,ABC Bank,individual,0.08843685,4000,703.8692373,0.175967309,2/13/13,,5/30/14,<30DPD,<30DPD
C587908,A437404,mortgage,ABC Bank,individual,0.059065572,,,,12/28/09,,5/31/14,<30DPD,<30DPD
C587908,A470048,revolving,ABC Bank,individual,0.097959225,4600,2381.951509,0.517815546,1/9/14,,5/29/14,<30DPD,<30DPD
C588037,A767653,revolving,ABC Bank,individual,0.098947667,2600,379.9864162,0.146148622,7/13/12,,5/30/14,30-60DPD,60-90DPD
C588037,A358151,revolving,TrendingClub,individual,0.09485091,6100,150.163006,0.024616886,9/23/13,,5/30/14,<30DPD,<30DPD
C588037,A640382,revolving,Uprise,individual,0.091264248,3700,2564.592381,0.693133076,9/5/13,,5/31/14,<30DPD,<30DPD
C588150,A785945,revolving,ABC Bank,individual,0.088027939,7700,6471.141011,0.840407923,2/11/14,,5/30/14,<30DPD,<30DPD
C588150,A178933,revolving,Rhyme,joint,0.088018352,6000,1260.387673,0.210064612,9/21/12,,5/31/14,<30DPD,<30DPD
C588150,A159694,revolving,Bank of XYZ,individual,0.088881445,4500,2079.34139,0.462075864,10/29/12,,5/31/14,<30DPD,<30DPD
C588154,A629050,revolving,Bank of XYZ,individual,0.089744818,2300,840.3310629,0.365361332,10/30/13,,5/29/14,<30DPD,<30DPD
C588154,A860468,mortgage,Bank of XYZ,individual,0.060382644,,,,3/30/05,,5/31/14,<30DPD,30-60DPD
C588222,A859513,revolving,Cooperative Capital,individual,0.086692324,4200,3985.323697,0.948886595,3/2/13,,5/30/14,<30DPD,<30DPD
C588222,A416013,revolving,ABC Bank,individual,0.090983118,7400,248.0499526,0.033520264,4/4/14,,5/29/14,<30DPD,<30DPD
C588222,A969683,instalment,ABC Bank,individual,0.080494148,,,,2/11/14,,5/31/14,<30DPD,<30DPD
C588227,A681560,revolving,ABC Bank,individual,0.088293081,4500,3728.577145,0.828572699,8/8/13,,5/31/14,<30DPD,<30DPD
C588296,A427731,revolving,Uprise,individual,0.084734957,1100,716.8958836,0.651723531,11/5/13,,5/29/14,30-60DPD,30-60DPD
C588296,A286198,revolving,Bank of XYZ,individual,0.087469226,4000,3666.709599,0.9166774,5/31/13,,5/31/14,60-90DPD,60-90DPD
C588510,A709475,revolving,Bank of XYZ,individual,0.092676491,1000,443.6911858,0.443691186,4/26/13,,5/29/14,<30DPD,<30DPD
C588510,A932324,instalment,Bank of XYZ,individual,0.075882679,,,,11/18/13,,5/31/14,<30DPD,<30DPD
C588510,A651134,revolving,ABC Bank,individual,0.089884341,4000,1579.016025,0.394754006,3/29/14,,5/30/14,<30DPD,<30DPD
C588546,A230319,instalment,ABC Bank,individual,0.083221076,,,,9/15/13,,5/30/14,<30DPD,<30DPD
C588546,A334421,instalment,Bank of XYZ,individual,0.079512437,,,,8/21/13,,5/29/14,<30DPD,<30DPD
C588546,A778207,revolving,ABC Bank,individual,0.08847003,4300,1855.029544,0.43140222,7/4/12,,5/29/14,>90DPD,>90DPD
C588954,A835569,revolving,Bank of XYZ,individual,0.089967097,3300,1958.897274,0.593605234,3/11/13,,5/30/14,<30DPD,<30DPD
C588954,A989430,instalment,Bank of XYZ,individual,0.081931689,,,,1/30/13,,5/31/14,<30DPD,<30DPD
C588954,A574694,instalment,TrendingClub,individual,0.08025286,,,,10/21/12,,5/30/14,<30DPD,<30DPD
C588954,A893685,instalment,Bank of XYZ,individual,0.078757894,,,,9/9/13,,5/30/14,<30DPD,<30DPD
C589020,A440690,revolving,Bank of XYZ,individual,0.089776751,6800,0,0,3/8/14,,5/29/14,<30DPD,<30DPD
C589059,A97516,revolving,Rhyme,individual,0.091729096,2400,1035.38415,0.431410063,3/22/13,,5/31/14,<30DPD,<30DPD
C589059,A675444,revolving,ABC Bank,individual,0.094666737,2000,1674.672441,0.837336221,3/29/13,,5/29/14,<30DPD,<30DPD
C589059,A72342,revolving,Bank of XYZ,individual,0.088854875,7200,3326.348231,0.46199281,4/10/14,,5/29/14,<30DPD,<30DPD
C589082,A444652,revolving,Bank of XYZ,individual,0.095910101,7800,4211.209679,0.539898677,7/16/13,,5/31/14,60-90DPD,60-90DPD
C589082,A696413,revolving,Lord_P2P,individual,0.097584129,2600,585.4594788,0.225176723,12/31/12,,5/31/14,<30DPD,<30DPD
C589318,A2497,mortgage,Bank of XYZ,individual,0.058881117,,,,5/25/09,,5/29/14,<30DPD,<30DPD
C589318,A552462,revolving,Rhyme,individual,0.090708604,5500,2737.694179,0.497762578,6/4/12,,5/31/14,<30DPD,<30DPD
C589318,A301785,instalment,ABC Bank,individual,0.080368748,,,,3/16/14,,5/29/14,<30DPD,<30DPD
C589318,A721630,revolving,Lord_P2P,individual,0.086157383,7400,4434.471405,0.599252893,2/3/13,,5/29/14,60-90DPD,60-90DPD
C589318,A894204,revolving,Cooperative Capital,individual,0.088173411,6900,5986.062509,0.867545291,9/28/13,,5/31/14,<30DPD,<30DPD
C589472,A985001,revolving,Cooperative Capital,individual,0.093014884,6800,6460,0.95,2/4/13,,5/31/14,30-60DPD,30-60DPD
C589472,A892124,revolving,Cooperative Capital,individual,0.0937565,4000,2363.698511,0.590924628,12/14/13,,5/29/14,<30DPD,<30DPD
C589472,A114826,revolving,Cooperative Capital,individual,0.09273672,,,,5/31/13,6/29/14,5/29/14,,60-90DPD
C589472,A206299,revolving,TrendingClub,individual,0.091497024,2100,1268.906719,0.604241295,11/25/13,,5/29/14,<30DPD,<30DPD
C589472,A188209,mortgage,TrendingClub,individual,0.058741287,,,,5/4/10,,5/30/14,30-60DPD,30-60DPD
C589490,A786836,instalment,Lord_P2P,individual,0.08233753,,,,9/10/13,,5/31/14,<30DPD,<30DPD
C589490,A176227,revolving,TrendingClub,individual,0.085708123,1500,758.9566555,0.505971104,1/10/14,,5/29/14,<30DPD,30-60DPD
C589490,A644140,revolving,ABC Bank,individual,0.094025706,2700,1686.109345,0.624484943,7/12/13,,5/29/14,60-90DPD,60-90DPD
C589490,A426943,revolving,Rhyme,individual,0.090435877,3200,2087.948785,0.652483995,2/16/14,,5/31/14,30-60DPD,30-60DPD
C589490,A916249,revolving,TrendingClub,individual,0.08704087,1700,1278.615914,0.752127008,4/20/14,,5/29/14,<30DPD,<30DPD
C589490,A261424,revolving,Bank of XYZ,individual,0.083622859,7700,2468.820654,0.320626059,3/14/14,,5/29/14,<30DPD,<30DPD
C589490,A501466,revolving,Rhyme,individual,0.089693616,6900,4259.649602,0.617340522,4/23/13,,5/29/14,30-60DPD,30-60DPD
C589589,A951210,revolving,Cooperative Capital,individual,0.09222866,4200,1397.201962,0.332667134,1/25/13,,5/29/14,60-90DPD,>90DPD
C589589,A718018,revolving,Cooperative Capital,individual,0.097579112,3300,1979.663692,0.599898088,1/2/13,,5/29/14,30-60DPD,30-60DPD
C589589,A854616,revolving,Bank of XYZ,individual,0.091326603,4100,2588.809234,0.631416886,9/9/12,,5/31/14,<30DPD,<30DPD
C589589,A26652,revolving,Bank of XYZ,individual,0.08857113,1100,582.0101531,0.529100139,1/4/13,,5/30/14,<30DPD,<30DPD
C589589,A119427,revolving,TrendingClub,individual,0.08365263,4300,2790.325511,0.64891291,2/4/13,,5/31/14,<30DPD,<30DPD
C589616,A291375,instalment,TrendingClub,individual,0.082720443,,,,6/11/12,,5/31/14,>90DPD,>90DPD
C589616,A120928,revolving,Bank of XYZ,individual,0.086059826,,,,6/22/12,6/22/13,5/30/14,,
C589616,A265478,revolving,Rhyme,individual,0.090625822,1100,220.3416529,0.200310594,5/5/13,,5/29/14,60-90DPD,>90DPD
C589704,A270084,revolving,ABC Bank,individual,0.091283069,3400,0,0,11/2/12,,5/29/14,<30DPD,<30DPD
C589704,A22754,revolving,ABC Bank,individual,0.089843093,1500,669.7392577,0.446492838,1/21/13,,5/30/14,<30DPD,<30DPD
C589704,A201107,revolving,ABC Bank,individual,0.089543079,3600,1087.526944,0.302090818,2/27/13,,5/29/14,<30DPD,<30DPD
C589704,A240043,revolving,Bank of XYZ,joint,0.087200934,7600,7220,0.95,3/7/13,,5/30/14,<30DPD,<30DPD
C589892,A660144,instalment,Bank of XYZ,individual,0.081388523,,,,9/5/12,,5/30/14,60-90DPD,>90DPD
C589892,A255953,instalment,ABC Bank,individual,0.079220286,,,,5/7/13,3/6/14,5/29/14,,<30DPD
C589951,A406100,instalment,Cooperative Capital,individual,0.081410839,,,,12/8/12,,5/30/14,<30DPD,>90DPD
C589951,A982452,revolving,Lord_P2P,individual,0.092490728,4900,3895.155896,0.794929775,8/13/13,,5/29/14,<30DPD,<30DPD
C589951,A862968,instalment,ABC Bank,individual,0.078905795,,,,4/3/14,,5/29/14,<30DPD,<30DPD
C590163,A115294,revolving,Bank of XYZ,individual,0.088500348,7400,1797.612289,0.24292058,3/30/14,,5/31/14,<30DPD,<30DPD
C590163,A723376,revolving,ABC Bank,individual,0.09732537,2400,1710.67418,0.712780908,4/12/14,,5/30/14,<30DPD,<30DPD
C590163,A848350,revolving,Bank of XYZ,individual,0.090322105,6400,0,0,5/5/14,,5/31/14,<30DPD,60-90DPD
C590163,A23733,revolving,ABC Bank,individual,0.090815422,4900,937.2292982,0.191271285,12/30/13,,5/29/14,<30DPD,<30DPD
C590163,A275400,revolving,Bank of XYZ,individual,0.081777219,4100,3210.390175,0.783021994,12/1/12,,5/30/14,<30DPD,60-90DPD
C590163,A728783,mortgage,ABC Bank,individual,0.058477078,,,,9/16/12,,5/30/14,<30DPD,<30DPD
C590268,A9253,revolving,Bank of XYZ,individual,0.091571257,7300,4646.253527,0.636473086,12/15/13,,5/30/14,<30DPD,<30DPD
C590268,A997047,revolving,Rhyme,individual,0.087894669,5900,3316.125125,0.562055106,3/13/13,,5/30/14,<30DPD,<30DPD
C590344,A208848,revolving,ABC Bank,individual,0.089670539,1100,260.8371332,0.237124667,1/7/13,,5/31/14,<30DPD,<30DPD
C590344,A557112,instalment,Rhyme,individual,0.080201772,,,,5/25/13,,5/30/14,<30DPD,<30DPD
C590344,A357805,revolving,Rhyme,joint,0.094476067,4800,2097.232979,0.436923537,4/26/13,,5/30/14,30-60DPD,30-60DPD
C590464,A114633,mortgage,Cooperative Capital,individual,0.060728967,,,,9/28/08,,5/29/14,<30DPD,<30DPD
C590464,A60819,revolving,ABC Bank,joint,0.093080719,5800,4446.17128,0.766581255,4/14/13,,5/30/14,<30DPD,<30DPD
C590499,A23846,revolving,Bank of XYZ,joint,0.086282016,1600,746.6856782,0.466678549,1/27/14,,5/30/14,<30DPD,<30DPD
C590499,A220799,revolving,ABC Bank,individual,0.089258946,5400,3017.461428,0.558789153,1/5/14,,5/31/14,<30DPD,<30DPD
C590499,A387148,revolving,Lord_P2P,individual,0.09328814,4400,2583.553279,0.5871712,2/28/14,,5/31/14,<30DPD,<30DPD
C590499,A392901,revolving,TrendingClub,individual,0.086520302,1300,698.8448562,0.537572966,9/30/12,,5/29/14,<30DPD,<30DPD
C590528,A328745,revolving,ABC Bank,individual,0.088314049,1300,651.4752928,0.501134841,10/27/13,,5/29/14,<30DPD,<30DPD
C590528,A57844,revolving,Bank of XYZ,individual,0.094380068,1100,1045,0.95,12/10/12,,5/30/14,<30DPD,<30DPD
C590569,A265284,mortgage,Bank of XYZ,individual,0.060349113,,,,2/9/09,,5/30/14,60-90DPD,60-90DPD
C590618,A793966,mortgage,ABC Bank,individual,0.061642575,,,,3/4/11,,5/29/14,<30DPD,<30DPD
C590618,A15604,revolving,Bank of XYZ,individual,0.087227697,1200,110.4598983,0.092049915,10/20/13,,5/29/14,<30DPD,<30DPD
C590618,A33876,revolving,TrendingClub,individual,0.086810034,2100,1004.724385,0.478440183,7/22/13,,5/30/14,<30DPD,<30DPD
C590618,A304656,revolving,Cooperative Capital,individual,0.087674776,4600,2492.714316,0.541894417,8/23/12,,5/29/14,<30DPD,<30DPD
C590961,A712385,revolving,Lord_P2P,individual,0.094481205,7500,4466.72976,0.595563968,10/23/12,,5/30/14,<30DPD,<30DPD
C590961,A199964,revolving,ABC Bank,individual,0.091727459,,,,9/2/12,2/15/14,5/30/14,,<30DPD
C590961,A363787,instalment,Uprise,individual,0.078303701,,,,7/25/12,,5/30/14,<30DPD,<30DPD
C591074,A413733,revolving,ABC Bank,individual,0.090566373,3400,755.9993489,0.22235275,6/17/13,,5/30/14,<30DPD,<30DPD
C591074,A281764,mortgage,ABC Bank,individual,0.059776077,,,,1/5/13,,5/30/14,30-60DPD,60-90DPD
C591074,A653763,revolving,Bank of XYZ,individual,0.0859591,6600,2487.917344,0.376957173,5/11/14,,5/29/14,<30DPD,<30DPD
C591126,A262954,revolving,Uprise,individual,0.091042176,6300,1989.616082,0.315812076,7/30/13,,5/29/14,30-60DPD,60-90DPD
C591126,A363643,instalment,Rhyme,individual,0.08213612,,,,4/28/14,,5/29/14,<30DPD,<30DPD
C591126,A576722,revolving,Bank of XYZ,individual,0.090844505,1000,146.3098814,0.146309881,3/11/14,,5/30/14,<30DPD,<30DPD
C591126,A920782,mortgage,ABC Bank,individual,0.059653844,,,,3/16/08,,5/29/14,<30DPD,<30DPD
C591153,A957865,instalment,ABC Bank,individual,0.080110123,,,,8/23/12,,5/31/14,<30DPD,<30DPD
C591153,A745212,revolving,ABC Bank,individual,0.088776762,5000,3065.17726,0.613035452,4/13/14,,5/31/14,<30DPD,>90DPD
C591153,A997976,instalment,Uprise,individual,0.078181443,,,,2/10/13,,5/29/14,<30DPD,<30DPD
C591253,A60350,revolving,TrendingClub,individual,0.08869666,6000,4794.948928,0.799158155,12/16/12,,5/29/14,30-60DPD,30-60DPD
C591253,A129858,revolving,ABC Bank,individual,0.098348583,7900,6168.972069,0.78088254,4/17/14,,5/29/14,<30DPD,<30DPD
C591253,A354021,revolving,ABC Bank,individual,0.094521654,2100,1995,0.95,9/1/13,,5/31/14,<30DPD,<30DPD
C591253,A103871,revolving,Uprise,individual,0.092172393,3500,1149.379061,0.328394017,10/19/13,,5/29/14,<30DPD,<30DPD
C591331,A576362,instalment,Uprise,individual,0.081472038,,,,11/17/12,,5/29/14,<30DPD,<30DPD
C591331,A696153,instalment,Cooperative Capital,individual,0.079523974,,,,5/6/14,,5/30/14,<30DPD,<30DPD
C591331,A119785,revolving,ABC Bank,individual,0.087415309,3200,2848.82468,0.890257713,5/30/14,,5/29/14,30-60DPD,30-60DPD
C591331,A297494,revolving,Lord_P2P,individual,0.091348621,1700,534.5013205,0.314412541,2/4/14,,5/29/14,<30DPD,<30DPD
C591331,A34968,mortgage,ABC Bank,individual,0.060046715,,,,9/10/13,,5/31/14,60-90DPD,>90DPD
C591331,A798650,revolving,ABC Bank,individual,0.087840475,2700,0,0,4/11/13,,5/29/14,<30DPD,<30DPD
C591331,A941756,instalment,TrendingClub,individual,0.078497184,,,,2/15/13,,5/31/14,<30DPD,<30DPD
C591340,A671855,revolving,Bank of XYZ,individual,0.091817349,1500,192.8310996,0.128554066,7/14/13,,5/31/14,<30DPD,<30DPD
C591340,A878424,revolving,Cooperative Capital,joint,0.087088826,5100,1721.024091,0.337455704,1/10/14,,5/30/14,60-90DPD,60-90DPD
C591340,A778765,revolving,Uprise,individual,0.089846617,5900,72.04955592,0.012211789,11/27/13,,5/31/14,<30DPD,<30DPD
C591340,A970370,revolving,ABC Bank,individual,0.090152164,4200,2679.504826,0.63797734,8/28/13,,5/29/14,<30DPD,<30DPD
C591340,A383410,revolving,Lord_P2P,individual,0.086774015,3300,0,0,8/13/12,,5/29/14,<30DPD,<30DPD
C591364,A613430,revolving,ABC Bank,individual,0.089934721,2400,1567.750406,0.653229336,11/9/13,,5/30/14,<30DPD,<30DPD
C591364,A311423,mortgage,Bank of XYZ,individual,0.062165013,,,,12/20/11,,5/31/14,<30DPD,<30DPD
C591364,A351384,revolving,Lord_P2P,individual,0.089185432,7700,5402.421577,0.701613192,10/31/13,,5/29/14,<30DPD,<30DPD
C591445,A286772,revolving,Rhyme,individual,0.092771501,3700,1345.731642,0.363711254,2/17/13,,5/29/14,<30DPD,<30DPD
C591445,A29471,revolving,ABC Bank,individual,0.086131128,4300,1479.141337,0.343986358,7/20/12,,5/31/14,<30DPD,<30DPD
C591445,A862081,revolving,ABC Bank,individual,0.099897023,3800,2905.743526,0.764669349,3/21/14,,5/31/14,<30DPD,<30DPD
C591445,A783112,mortgage,Bank of XYZ,individual,0.060233596,,,,3/2/11,,5/29/14,<30DPD,<30DPD
C591500,A654350,revolving,Bank of XYZ,individual,0.09366578,3400,1306.978559,0.384405459,11/8/13,,5/29/14,<30DPD,<30DPD
C591500,A238918,revolving,Lord_P2P,individual,0.087794861,4500,4033.115899,0.896247978,11/8/12,,5/30/14,<30DPD,<30DPD
C591500,A289588,revolving,TrendingClub,individual,0.090914234,7500,1236.789548,0.164905273,10/25/13,,5/29/14,<30DPD,<30DPD
C591500,A931272,revolving,Cooperative Capital,individual,0.09159739,3200,1393.971477,0.435616087,7/7/12,,5/29/14,<30DPD,<30DPD
C591515,A425288,revolving,ABC Bank,individual,0.093682428,6600,2884.830449,0.437095523,12/26/12,,5/30/14,<30DPD,<30DPD
C591515,A664659,revolving,TrendingClub,individual,0.089657597,7200,6840,0.95,11/14/12,,5/31/14,>90DPD,>90DPD
C591515,A751550,revolving,Lord_P2P,individual,0.091561557,1800,798.0825257,0.443379181,7/20/12,,5/30/14,<30DPD,<30DPD
C591515,A559023,revolving,ABC Bank,individual,0.093141741,5700,4898.891286,0.859454612,12/22/13,,5/29/14,<30DPD,<30DPD
C591629,A684655,revolving,ABC Bank,individual,0.087518193,3100,552.9121565,0.17835876,1/9/14,,5/29/14,<30DPD,<30DPD
C591629,A326634,revolving,Uprise,joint,0.094796254,1800,501.7862138,0.278770119,3/8/13,,5/30/14,<30DPD,<30DPD
C591893,A612097,mortgage,Uprise,individual,0.060565274,,,,5/31/11,,5/29/14,60-90DPD,60-90DPD
C591893,A200816,revolving,ABC Bank,individual,0.093016476,4200,3555.411723,0.846526601,3/9/13,,5/29/14,<30DPD,<30DPD
C591893,A43532,revolving,ABC Bank,individual,0.087390955,3200,3040,0.95,5/26/14,,5/30/14,30-60DPD,60-90DPD
C592097,A225770,instalment,TrendingClub,individual,0.079831147,,,,7/25/12,3/17/13,5/29/14,,
C592097,A290827,revolving,TrendingClub,joint,0.096144125,1500,928.1194905,0.618746327,10/9/12,,5/30/14,<30DPD,60-90DPD
C592097,A110304,revolving,ABC Bank,individual,0.091587681,1800,1277.141301,0.709522945,3/3/13,,5/29/14,<30DPD,<30DPD
C592097,A577264,instalment,Uprise,joint,0.080289188,,,,7/29/12,,5/30/14,>90DPD,>90DPD
C592097,A334322,revolving,Uprise,individual,0.094051123,2300,1642.943403,0.714323218,4/18/13,,5/29/14,60-90DPD,60-90DPD
C592147,A35863,revolving,ABC Bank,joint,0.08923553,3100,1432.147503,0.461983065,1/14/13,,5/29/14,<30DPD,<30DPD
C592604,A864706,mortgage,Bank of XYZ,individual,0.058689791,,,,10/2/12,,5/30/14,<30DPD,<30DPD
C592604,A349672,revolving,Bank of XYZ,individual,0.080077475,2800,1700.929084,0.607474673,12/11/13,,5/31/14,<30DPD,<30DPD
C592604,A264425,revolving,TrendingClub,individual,0.093155821,7200,4085.120832,0.567377893,8/17/13,,5/31/14,<30DPD,<30DPD
C592604,A233939,revolving,Lord_P2P,individual,0.095606124,3700,3515,0.95,6/19/12,,5/29/14,<30DPD,<30DPD
C592604,A151848,revolving,ABC Bank,individual,0.08981277,6100,4494.041875,0.736728176,8/1/12,,5/31/14,<30DPD,<30DPD
C592604,A543934,revolving,Uprise,individual,0.087880944,6500,3939.608159,0.606093563,12/11/12,,5/30/14,<30DPD,<30DPD
C592679,A235429,revolving,Lord_P2P,individual,0.083550484,1800,0,0,7/14/13,,5/29/14,30-60DPD,30-60DPD
C592679,A537922,revolving,ABC Bank,individual,0.086387911,5300,4364.749403,0.823537623,1/9/14,,5/29/14,<30DPD,<30DPD
