CustID,app_date,is_bad,annual_income,residential_status,loan_purpose
C529819,8/16/14,0,53500,mortgage,debt_consolidation
C529862,8/6/14,0,62600,rent,personal loan
C530104,7/16/14,1,7100,mortgage,debt_consolidation
C530150,7/23/14,0,98000,mortgage,business
C530173,9/20/14,0,57900,house_owner,auto
C530175,9/7/14,0,91900,mortgage,personal loan
C530226,8/4/14,0,33900,rent,personal loan
C530254,9/20/14,0,31800,house_owner,business
C530343,8/11/14,0,11800,mortgage,personal loan
C530400,9/15/14,0,46600,rent,debt_consolidation
C530439,9/26/14,0,9700,rent,debt_consolidation
C530458,8/9/14,0,42600,rent,business
C530467,9/8/14,0,163600,mortgage,business
C530499,8/7/14,0,49300,rent,personal loan
C530508,9/8/14,0,15700,rent,business
C530660,8/16/14,0,40100,rent,business
C530756,8/27/14,0,2500,rent,debt_consolidation
C530780,9/18/14,0,50500,house_owner,business
C530835,8/26/14,0,27400,rent,personal loan
C530889,9/14/14,0,69600,mortgage,personal loan
C531101,7/12/14,0,5300,rent,education
C531196,8/4/14,0,49400,rent,auto
C531259,7/29/14,1,63500,rent,personal loan
C531397,8/28/14,0,20400,rent,personal loan
C531444,8/20/14,0,49000,rent,auto
C531486,9/16/14,0,46500,mortgage,business
C531489,8/21/14,0,63500,house_owner,personal loan
C531573,7/22/14,1,57200,house_owner,auto
C531592,7/11/14,0,26500,rent,personal loan
C531618,7/22/14,0,5700,mortgage,business
C531722,9/6/14,0,48200,rent,auto
C531851,8/15/14,0,40500,mortgage,education
C532003,8/26/14,0,26700,rent,business
C532038,7/3/14,0,86000,rent,personal loan
C532359,9/19/14,0,99800,mortgage,personal loan
C532373,7/24/14,0,59100,house_owner,auto
C532375,7/18/14,0,52500,house_owner,debt_consolidation
C532548,7/26/14,0,116800,rent,personal loan
C532783,7/1/14,0,87100,mortgage,debt_consolidation
C532799,8/8/14,0,108300,mortgage,personal loan
C532919,9/5/14,0,62100,rent,personal loan
C532935,9/24/14,0,17600,rent,auto
C533094,8/30/14,0,40000,rent,business
C533114,8/11/14,0,36400,house_owner,business
C533168,8/16/14,0,109600,mortgage,debt_consolidation
C533542,7/15/14,0,20600,mortgage,business
C533560,8/24/14,0,15900,rent,education
C533698,8/19/14,0,40600,rent,personal loan
C533731,9/21/14,0,74400,mortgage,auto
C533850,7/30/14,0,52900,rent,personal loan
C533946,8/4/14,0,11500,mortgage,auto
C534078,7/4/14,0,20300,rent,business
C534209,7/11/14,0,32000,house_owner,auto
C534278,8/26/14,0,134600,rent,personal loan
C534301,7/29/14,0,23700,rent,personal loan
C534304,7/20/14,0,71700,mortgage,education
C534342,8/14/14,0,67200,mortgage,personal loan
C534394,8/24/14,1,5500,rent,business
C534442,9/10/14,0,91500,rent,personal loan
C534597,8/12/14,0,44200,mortgage,auto
C534833,8/26/14,0,52900,mortgage,auto
C534973,7/9/14,0,44700,rent,debt_consolidation
C535082,7/21/14,0,15600,rent,education
C535089,7/27/14,0,44200,rent,personal loan
C535118,8/30/14,0,53300,house_owner,debt_consolidation
C535192,8/10/14,0,144500,rent,business
C535227,7/18/14,0,94300,rent,auto
C535261,9/3/14,0,17700,rent,auto
C535399,9/7/14,0,81700,house_owner,personal loan
C535477,9/10/14,0,58500,rent,auto
C535479,7/9/14,0,19400,rent,auto
C535646,7/28/14,0,33200,rent,auto
C535822,9/8/14,0,27500,rent,business
C536269,9/21/14,0,14900,mortgage,auto
C536283,7/8/14,0,97700,rent,business
C536289,8/6/14,0,42700,rent,debt_consolidation
C536382,7/17/14,0,63900,mortgage,debt_consolidation
C536413,8/20/14,0,77500,house_owner,auto
C536468,7/31/14,0,28200,rent,education
C536499,8/23/14,0,36400,mortgage,education
C536551,7/21/14,0,68600,house_owner,business
C536564,8/9/14,0,13300,rent,auto
C536714,7/1/14,0,81500,house_owner,business
C536953,9/4/14,0,71600,rent,personal loan
C537006,7/4/14,0,151100,rent,education
C537500,7/21/14,0,24600,house_owner,personal loan
C537506,7/15/14,0,75600,mortgage,personal loan
C537536,7/23/14,0,117700,mortgage,debt_consolidation
C537583,7/14/14,0,61700,rent,personal loan
C537772,9/1/14,0,68200,rent,personal loan
C537952,9/22/14,0,44600,mortgage,education
C538018,7/24/14,1,36700,house_owner,personal loan
C538049,9/13/14,0,2300,mortgage,education
C538261,9/7/14,1,29000,rent,personal loan
C538270,9/23/14,1,14600,rent,personal loan
C538381,9/18/14,1,45000,mortgage,education
C538532,9/9/14,0,6400,house_owner,personal loan
C538552,7/15/14,0,77500,house_owner,personal loan
C538701,8/13/14,0,80800,rent,business
C539096,7/2/14,0,10400,mortgage,education
C539105,7/26/14,0,42700,rent,business
C539110,8/8/14,0,19000,rent,business
C539165,7/24/14,0,71100,mortgage,business
C539173,8/30/14,0,78100,house_owner,business
C539176,7/16/14,0,53200,mortgage,business
C539196,9/23/14,0,4600,rent,education
C539217,7/14/14,0,17100,rent,business
C539365,8/3/14,0,86000,rent,auto
C539404,7/24/14,0,89200,mortgage,debt_consolidation
C539446,8/10/14,0,26100,rent,business
C539478,8/30/14,0,18400,rent,personal loan
C539645,7/21/14,0,35200,mortgage,personal loan
C539685,8/20/14,0,53300,rent,education
C539732,9/23/14,0,79600,mortgage,debt_consolidation
C539820,8/18/14,0,35500,rent,auto
C539882,7/20/14,0,113200,mortgage,debt_consolidation
C539903,7/17/14,0,61200,mortgage,personal loan
C539983,8/15/14,0,56900,mortgage,personal loan
C540004,8/20/14,0,46900,mortgage,business
C540040,7/9/14,0,137700,mortgage,personal loan
C540099,7/12/14,0,59900,rent,auto
C540225,7/22/14,0,110800,rent,personal loan
C540285,8/30/14,0,218600,mortgage,business
C540358,8/19/14,0,3700,rent,auto
C540419,8/27/14,0,39000,rent,personal loan
C540511,8/26/14,0,73100,mortgage,debt_consolidation
C540614,8/3/14,0,60900,rent,personal loan
C540681,7/11/14,0,38500,mortgage,personal loan
C540742,7/7/14,0,5500,mortgage,education
C540781,9/6/14,0,67100,mortgage,personal loan
C540822,9/9/14,0,125000,rent,auto
C540892,7/11/14,1,107400,rent,auto
C540995,9/9/14,0,51500,house_owner,personal loan
C541046,9/12/14,0,35800,rent,business
C541125,9/2/14,0,38200,rent,education
C541298,9/16/14,0,51200,rent,personal loan
C541381,8/26/14,0,114900,house_owner,debt_consolidation
C541466,8/27/14,1,44100,rent,debt_consolidation
C541474,9/18/14,0,46400,mortgage,business
C541589,7/14/14,0,53000,house_owner,business
C541660,7/16/14,0,30000,mortgage,business
C541711,9/22/14,0,24500,rent,personal loan
C541788,7/5/14,0,108100,mortgage,debt_consolidation
C541944,8/2/14,0,92300,rent,personal loan
C542068,8/27/14,1,64700,rent,debt_consolidation
C542118,9/15/14,0,58800,rent,personal loan
C542204,8/30/14,0,34200,rent,personal loan
C542409,8/28/14,0,93900,rent,business
C542449,9/13/14,0,36100,rent,debt_consolidation
C542550,9/7/14,0,38500,house_owner,personal loan
C542554,7/18/14,0,30000,house_owner,auto
C542556,7/29/14,0,38800,house_owner,business
C542557,7/25/14,0,36100,rent,debt_consolidation
C542600,7/2/14,0,137300,rent,auto
C542667,7/28/14,0,86500,house_owner,personal loan
C542688,7/6/14,0,92300,rent,personal loan
C542916,9/4/14,0,24800,rent,business
C542976,9/8/14,0,63400,house_owner,debt_consolidation
C543059,8/8/14,0,45700,rent,personal loan
C543103,7/7/14,0,12100,rent,debt_consolidation
C543205,7/24/14,0,36500,mortgage,personal loan
C543254,8/2/14,0,11800,mortgage,education
C543367,8/4/14,0,38500,house_owner,personal loan
C543558,8/19/14,0,26200,rent,auto
C543610,9/18/14,0,26700,mortgage,debt_consolidation
C543626,9/15/14,0,91900,mortgage,personal loan
C543956,8/17/14,0,50200,mortgage,personal loan
C543966,9/2/14,0,18100,rent,personal loan
C543970,8/7/14,0,44800,house_owner,education
C544218,8/14/14,0,49600,rent,debt_consolidation
C544222,8/15/14,0,28000,rent,business
C544336,7/4/14,0,51400,mortgage,personal loan
C544447,8/3/14,0,27600,mortgage,personal loan
C544565,9/8/14,0,69500,house_owner,personal loan
C544715,7/14/14,0,32000,rent,auto
C544834,9/14/14,0,9900,rent,personal loan
C544898,9/25/14,0,39600,rent,auto
C544917,9/11/14,0,73200,rent,personal loan
C544981,8/1/14,1,14500,rent,personal loan
C545040,8/31/14,0,20600,rent,auto
C545042,9/7/14,0,4600,rent,personal loan
C545078,8/25/14,0,3100,rent,auto
C545080,8/2/14,0,16700,rent,auto
C545088,9/6/14,0,92300,mortgage,business
C545096,8/31/14,0,22500,rent,personal loan
C545130,9/19/14,0,7300,rent,debt_consolidation
C545188,8/4/14,0,102500,rent,personal loan
C545219,8/8/14,0,14700,rent,debt_consolidation
C545239,7/18/14,0,231100,rent,personal loan
C545323,9/15/14,0,16500,rent,business
C545390,7/29/14,0,28500,rent,debt_consolidation
C545556,7/8/14,0,65000,house_owner,personal loan
C545699,8/14/14,1,51300,rent,education
C545864,9/16/14,0,111800,mortgage,education
C545870,9/5/14,0,52200,house_owner,education
C545996,9/3/14,0,94200,house_owner,personal loan
C546215,7/14/14,0,42500,rent,business
C546266,8/5/14,0,43100,rent,auto
C546387,8/14/14,0,96600,house_owner,education
C546477,9/14/14,0,33700,rent,personal loan
C546517,8/15/14,1,47300,mortgage,auto
C546525,9/12/14,0,98500,mortgage,education
C546647,9/7/14,0,66700,rent,personal loan
C546785,8/19/14,0,13100,house_owner,personal loan
C546870,7/31/14,0,68400,mortgage,personal loan
C547048,8/7/14,1,81400,rent,personal loan
C547100,7/3/14,0,84400,house_owner,personal loan
C547112,8/21/14,0,160000,house_owner,personal loan
C547181,7/13/14,0,45400,rent,business
C547244,7/21/14,0,10400,rent,personal loan
C547335,8/4/14,0,34600,rent,business
C547352,9/9/14,0,96400,mortgage,personal loan
C547374,7/18/14,0,94900,mortgage,education
C547452,8/8/14,0,35100,house_owner,personal loan
C547467,7/18/14,0,110900,mortgage,personal loan
C547603,8/21/14,0,55300,mortgage,personal loan
C547632,7/6/14,0,29900,rent,personal loan
C547642,7/16/14,0,15400,rent,personal loan
C547914,7/27/14,0,44900,rent,personal loan
C547948,9/13/14,0,40200,house_owner,personal loan
C548280,8/22/14,0,52800,house_owner,education
C548291,8/20/14,0,171500,mortgage,auto
C548567,9/12/14,1,75100,house_owner,auto
C548641,7/14/14,0,15000,rent,auto
C548672,7/9/14,0,101200,mortgage,business
C548829,9/24/14,0,24500,mortgage,personal loan
C548863,9/9/14,0,132800,rent,personal loan
C548976,7/9/14,0,45000,rent,business
C549158,7/4/14,0,49800,mortgage,auto
C549322,8/19/14,0,169200,house_owner,personal loan
C549391,7/15/14,0,40800,mortgage,debt_consolidation
C549404,7/24/14,0,37200,house_owner,business
C549427,8/28/14,0,70100,house_owner,personal loan
C549499,7/16/14,0,102200,house_owner,personal loan
C549598,7/22/14,0,19600,rent,auto
C549648,9/27/14,0,35600,rent,auto
C549713,7/30/14,0,40900,house_owner,personal loan
C549819,7/13/14,0,44200,mortgage,personal loan
C549831,9/25/14,0,13800,rent,personal loan
C549848,7/11/14,0,7000,rent,auto
C549910,9/24/14,0,59100,mortgage,auto
C550067,8/7/14,0,43500,mortgage,business
C550177,7/27/14,1,95500,mortgage,education
C550295,8/22/14,0,46000,house_owner,debt_consolidation
C550315,7/2/14,0,32300,rent,education
C550390,7/26/14,1,30100,house_owner,personal loan
C550397,9/20/14,0,44100,mortgage,personal loan
C550508,7/9/14,1,14700,rent,auto
C550633,8/7/14,0,31100,house_owner,auto
C550703,7/31/14,0,45400,rent,auto
C550788,9/24/14,0,134600,house_owner,personal loan
C550823,9/11/14,0,8000,mortgage,auto
C550985,8/9/14,0,45600,rent,personal loan
C551097,9/7/14,0,22600,mortgage,business
C551120,9/5/14,0,16800,rent,debt_consolidation
C551137,9/1/14,0,101600,house_owner,auto
C551175,7/21/14,0,53600,mortgage,personal loan
C551276,8/28/14,1,34600,rent,personal loan
C551455,8/5/14,0,130900,rent,auto
C551456,9/4/14,1,31400,house_owner,business
C551486,7/18/14,0,75500,rent,business
C551713,8/20/14,0,57800,house_owner,personal loan
C551815,9/23/14,1,54900,mortgage,business
C551861,8/24/14,0,27500,rent,debt_consolidation
C552012,7/9/14,0,52900,rent,business
C552038,9/14/14,0,10200,mortgage,personal loan
C552133,8/29/14,0,122000,mortgage,business
C552286,9/10/14,0,14600,house_owner,debt_consolidation
C552358,9/28/14,0,16100,rent,personal loan
C552425,8/14/14,0,16200,rent,auto
C552529,8/9/14,0,14900,rent,personal loan
C552595,7/9/14,0,31800,rent,education
C552659,7/5/14,0,77000,rent,business
C552755,9/26/14,0,65600,rent,auto
C552804,8/15/14,0,10000,house_owner,debt_consolidation
C552834,9/28/14,0,25800,rent,business
C552838,9/9/14,0,55700,rent,auto
C553099,8/9/14,0,51600,rent,business
C553207,9/24/14,0,13900,mortgage,business
C553217,8/18/14,0,29700,rent,business
C553428,7/12/14,0,7400,mortgage,auto
C553551,8/2/14,0,23300,mortgage,personal loan
C553717,7/9/14,0,64800,mortgage,business
C553735,8/10/14,0,28700,mortgage,auto
C553742,7/4/14,0,44500,mortgage,auto
C553922,7/24/14,0,42800,house_owner,education
C554093,7/7/14,0,19700,rent,auto
C554144,8/9/14,0,8600,mortgage,education
C554371,8/25/14,0,24900,rent,debt_consolidation
C554399,7/21/14,0,64000,rent,personal loan
C554421,9/24/14,0,19000,mortgage,education
C554523,8/4/14,0,78300,mortgage,debt_consolidation
C554628,8/7/14,0,35900,rent,personal loan
C554790,9/14/14,0,7100,mortgage,debt_consolidation
C555325,7/12/14,0,50600,rent,auto
C555581,8/17/14,0,1000,rent,personal loan
C555588,8/12/14,0,7000,rent,auto
C555652,9/16/14,0,74500,rent,debt_consolidation
C555657,9/24/14,0,90500,house_owner,education
C555661,7/7/14,0,68100,rent,personal loan
C555879,7/1/14,0,26500,rent,auto
C555963,9/13/14,0,85900,house_owner,business
C556134,8/30/14,0,37400,rent,personal loan
C556186,8/2/14,0,19800,rent,personal loan
C556220,9/24/14,0,64800,house_owner,personal loan
C556229,8/26/14,0,9700,mortgage,debt_consolidation
C556545,7/29/14,0,146900,mortgage,personal loan
C556573,7/18/14,0,115600,rent,business
C556904,9/9/14,0,42100,mortgage,business
C556966,7/8/14,0,68500,house_owner,business
C557135,7/27/14,0,178400,mortgage,business
C557246,8/1/14,0,112300,rent,business
C557282,9/8/14,0,121000,house_owner,debt_consolidation
C557297,7/13/14,0,4600,rent,auto
C557355,9/26/14,1,49100,rent,business
C557463,8/24/14,0,71500,mortgage,debt_consolidation
C557464,8/4/14,0,91000,mortgage,debt_consolidation
C557528,7/7/14,0,11200,rent,business
C557658,8/22/14,0,43100,mortgage,debt_consolidation
C557683,8/4/14,0,81800,rent,debt_consolidation
C557735,8/24/14,0,40900,rent,debt_consolidation
C557816,8/30/14,0,39400,rent,debt_consolidation
C557889,9/25/14,0,120800,mortgage,education
C557932,7/14/14,0,164200,mortgage,auto
C558074,8/27/14,0,60800,rent,debt_consolidation
C558090,9/12/14,0,27500,rent,auto
C558157,7/1/14,0,54800,rent,debt_consolidation
C558301,9/8/14,0,42200,mortgage,business
C558465,9/20/14,0,22000,rent,personal loan
C558557,8/24/14,0,82400,mortgage,business
C558576,8/26/14,0,74300,rent,auto
C558639,7/22/14,0,13700,rent,debt_consolidation
C558701,8/1/14,0,61000,rent,education
C558732,9/17/14,0,5700,rent,personal loan
C558757,7/8/14,0,46900,mortgage,debt_consolidation
C558773,8/7/14,0,59000,mortgage,business
C558889,8/19/14,0,34300,rent,personal loan
C559018,8/16/14,0,13000,mortgage,debt_consolidation
C559292,8/11/14,0,55200,rent,business
C559315,8/23/14,0,3700,rent,business
C559331,8/25/14,0,46200,rent,education
C559434,8/2/14,0,48500,house_owner,education
C559445,7/27/14,0,2500,rent,debt_consolidation
C559559,7/30/14,0,26800,mortgage,personal loan
C559723,7/30/14,0,43700,mortgage,business
C559739,7/8/14,0,52300,rent,auto
C559767,7/23/14,0,47500,mortgage,business
C559823,7/6/14,0,18400,rent,business
C559828,8/20/14,0,28400,rent,personal loan
C559957,8/23/14,0,58600,mortgage,education
C560216,8/8/14,1,93800,rent,personal loan
C560296,8/4/14,0,28000,rent,debt_consolidation
C560368,7/23/14,1,36800,rent,business
C560369,7/5/14,0,7500,rent,business
C560436,8/8/14,1,38000,rent,business
C560451,8/13/14,0,10300,rent,personal loan
C560488,7/6/14,0,43400,rent,personal loan
C560646,8/7/14,0,5000,house_owner,debt_consolidation
C560827,7/2/14,0,48600,rent,auto
C560944,9/16/14,0,33600,mortgage,personal loan
C561191,9/2/14,0,23600,rent,education
C561197,9/11/14,0,41700,rent,personal loan
C561264,7/26/14,0,48400,rent,personal loan
C561339,9/19/14,0,13800,rent,business
C561499,8/3/14,0,56800,house_owner,education
C561568,9/18/14,0,88300,house_owner,personal loan
C561584,8/18/14,0,39500,mortgage,auto
C561587,9/19/14,0,38500,rent,auto
C561782,8/2/14,0,38200,rent,debt_consolidation
C562050,7/8/14,0,42600,rent,personal loan
C562215,7/15/14,0,89900,mortgage,business
C562408,8/11/14,0,40100,rent,business
C562440,8/12/14,0,17200,rent,personal loan
C562456,8/8/14,0,40300,rent,personal loan
C562525,8/29/14,0,64300,mortgage,auto
C562529,9/10/14,0,76900,mortgage,debt_consolidation
C562553,9/15/14,0,17500,rent,personal loan
C562623,8/26/14,0,54000,mortgage,personal loan
C562675,7/2/14,0,39500,mortgage,personal loan
C562751,8/25/14,0,50400,house_owner,business
C562762,8/12/14,0,60200,rent,education
C562783,9/2/14,0,14400,rent,personal loan
C562797,7/10/14,0,38400,rent,auto
C562803,9/15/14,0,14000,mortgage,personal loan
C562836,9/16/14,0,48800,mortgage,personal loan
C562862,9/20/14,0,145400,mortgage,personal loan
C562892,9/11/14,0,149800,mortgage,personal loan
C562969,8/1/14,0,29800,mortgage,debt_consolidation
C563274,9/16/14,1,49300,house_owner,personal loan
C563337,7/5/14,0,45700,house_owner,personal loan
C563360,7/27/14,0,159300,rent,personal loan
C563549,9/7/14,0,9600,rent,personal loan
C563712,8/20/14,0,16200,rent,personal loan
C563730,9/8/14,0,47500,rent,personal loan
C564368,7/28/14,0,20900,house_owner,auto
C564373,8/15/14,1,52600,mortgage,business
C564557,9/9/14,0,22800,rent,business
C564643,9/24/14,1,123400,rent,business
C564686,9/11/14,0,25400,rent,personal loan
C564810,9/27/14,0,64800,mortgage,debt_consolidation
C564814,9/5/14,0,17600,rent,business
C564815,7/25/14,0,70200,house_owner,education
C564822,8/20/14,0,9600,rent,business
C564828,8/25/14,0,36800,rent,auto
C564888,9/13/14,0,76000,mortgage,education
C564895,9/13/14,0,12500,house_owner,education
C564967,8/4/14,0,27200,rent,education
C564999,7/20/14,0,130700,mortgage,personal loan
C565105,7/31/14,1,21600,mortgage,business
C565120,7/10/14,0,35100,house_owner,education
C565205,9/2/14,0,18100,rent,auto
C565244,9/24/14,0,34000,rent,personal loan
C565446,7/27/14,0,102500,rent,business
C565645,9/14/14,0,13600,rent,personal loan
C565703,7/29/14,0,63100,house_owner,personal loan
C565714,7/12/14,1,15800,rent,debt_consolidation
C565900,8/22/14,1,42300,rent,business
C565917,7/7/14,0,5800,rent,personal loan
C565964,7/26/14,0,13400,mortgage,personal loan
C566090,7/8/14,0,53500,mortgage,business
C566128,7/30/14,0,73000,house_owner,personal loan
C566415,7/24/14,0,67900,mortgage,debt_consolidation
C566437,7/19/14,0,44800,rent,business
C566468,8/17/14,0,48600,rent,business
C566505,8/25/14,0,10000,rent,debt_consolidation
C566630,8/19/14,0,40300,mortgage,auto
C566854,8/3/14,0,170200,rent,personal loan
C566857,7/16/14,0,20800,house_owner,business
C566941,9/5/14,0,39600,house_owner,personal loan
C567199,8/4/14,0,55100,mortgage,personal loan
C567285,9/3/14,0,37300,rent,auto
C567286,9/5/14,0,58200,rent,personal loan
C567370,7/5/14,0,160100,mortgage,personal loan
C567448,8/16/14,0,7100,rent,personal loan
C567469,9/9/14,0,23800,mortgage,business
C567503,9/22/14,0,78700,mortgage,auto
C567508,7/13/14,0,29600,rent,education
C567539,8/8/14,0,156900,mortgage,education
C567612,7/19/14,1,8300,rent,personal loan
C567674,7/5/14,0,56000,mortgage,personal loan
C567725,8/29/14,0,50300,house_owner,auto
C567787,7/16/14,0,114000,house_owner,business
C567900,9/3/14,0,49000,rent,debt_consolidation
C568060,8/7/14,0,35200,rent,personal loan
C568074,7/13/14,1,24800,house_owner,business
C568127,9/13/14,0,24600,rent,personal loan
C568143,9/23/14,0,55100,mortgage,personal loan
C568197,8/7/14,0,40900,mortgage,education
C568320,8/4/14,0,64600,rent,auto
C568347,9/20/14,0,136900,mortgage,personal loan
C568362,7/30/14,0,87300,house_owner,business
C568460,8/27/14,0,16600,rent,auto
C568638,9/8/14,0,112300,mortgage,business
C568911,7/1/14,0,62600,rent,auto
C569051,7/3/14,0,34400,mortgage,education
C569126,9/1/14,0,91900,rent,personal loan
C569152,8/17/14,0,22800,rent,debt_consolidation
C569481,7/15/14,0,97300,rent,personal loan
C569693,7/16/14,0,18900,rent,debt_consolidation
C569791,8/25/14,0,75900,house_owner,debt_consolidation
C569905,7/6/14,0,56500,mortgage,business
C570132,7/24/14,0,30400,rent,business
C570156,9/18/14,0,57000,mortgage,business
C570326,7/20/14,0,63100,mortgage,debt_consolidation
C570504,8/30/14,0,49200,mortgage,business
C570637,9/14/14,1,24200,rent,business
C570639,9/19/14,0,70700,rent,personal loan
C570769,9/27/14,0,102600,mortgage,auto
C570786,8/20/14,0,22600,rent,business
C570966,9/5/14,1,35100,rent,debt_consolidation
C570984,8/21/14,1,5600,rent,business
C571027,8/4/14,0,33800,rent,education
C571153,8/21/14,1,44300,rent,business
C571219,7/23/14,0,17800,rent,auto
C571252,8/21/14,0,47800,rent,education
C571409,7/30/14,0,7700,mortgage,auto
C571577,8/11/14,0,18500,rent,personal loan
C571586,9/8/14,0,15600,house_owner,personal loan
C571592,7/28/14,0,7000,rent,personal loan
C571728,8/7/14,0,82800,house_owner,business
C571751,7/20/14,0,74800,house_owner,personal loan
C571905,8/13/14,0,1700,rent,auto
C571966,7/6/14,0,25100,mortgage,auto
C572291,9/5/14,1,17400,mortgage,business
C572455,8/30/14,0,62000,mortgage,debt_consolidation
C572585,8/2/14,0,116400,rent,business
C572712,7/15/14,0,100600,mortgage,debt_consolidation
C572714,9/10/14,0,32000,house_owner,debt_consolidation
C572933,7/12/14,0,76700,rent,business
C573049,7/1/14,0,7600,rent,business
C573051,7/2/14,0,99100,mortgage,personal loan
C573083,8/19/14,0,117000,mortgage,personal loan
C573154,9/9/14,0,81200,rent,business
C573195,8/12/14,0,56200,mortgage,business
C573333,7/12/14,0,73700,rent,education
C573354,8/28/14,0,49800,rent,personal loan
C573400,7/2/14,0,132900,house_owner,business
C573415,8/23/14,0,1000,mortgage,personal loan
C573588,9/11/14,0,58100,house_owner,auto
C573611,9/25/14,0,23000,rent,personal loan
C573705,8/14/14,0,83600,house_owner,personal loan
C573822,7/8/14,1,21400,rent,business
C574195,7/2/14,0,21200,rent,business
C574263,9/9/14,0,18100,rent,business
C574272,9/3/14,0,5700,mortgage,education
C574438,8/8/14,0,60500,rent,business
C574584,8/19/14,0,63700,rent,auto
C574622,7/29/14,0,11900,house_owner,personal loan
C574801,9/8/14,0,105400,rent,personal loan
C575049,9/13/14,0,69700,rent,business
C575051,8/8/14,1,98800,house_owner,personal loan
C575162,9/5/14,0,45200,rent,business
C575213,7/24/14,0,73700,mortgage,debt_consolidation
C575255,8/11/14,0,2200,rent,business
C575263,9/7/14,0,55800,rent,business
C575264,7/11/14,0,34400,rent,debt_consolidation
C575514,9/26/14,0,81000,mortgage,debt_consolidation
C575532,7/3/14,0,52000,rent,auto
C575550,7/11/14,0,59400,house_owner,auto
C575697,9/17/14,0,36400,rent,auto
C575766,7/9/14,0,76200,house_owner,business
C575807,8/12/14,0,60000,house_owner,debt_consolidation
C575915,8/24/14,0,53000,rent,debt_consolidation
C576044,7/4/14,0,116100,mortgage,education
C576181,8/19/14,0,27800,rent,auto
C576244,9/2/14,0,23500,mortgage,education
C576374,9/10/14,0,78900,mortgage,education
C576419,8/26/14,0,78000,rent,personal loan
C576421,8/10/14,0,86400,mortgage,personal loan
C576575,8/26/14,0,117300,house_owner,education
C576724,7/31/14,0,94300,rent,auto
C576748,7/21/14,0,96100,house_owner,personal loan
C576774,7/15/14,1,61800,house_owner,auto
C576788,7/17/14,0,67200,house_owner,auto
C576914,7/3/14,0,21300,rent,debt_consolidation
C577022,7/24/14,0,120600,house_owner,auto
C577089,8/3/14,1,35600,mortgage,personal loan
C577254,8/8/14,0,45200,mortgage,business
C577348,9/21/14,0,38800,mortgage,personal loan
C577407,8/14/14,1,43200,rent,business
C577860,7/17/14,0,114400,mortgage,personal loan
C577892,7/21/14,0,13100,rent,personal loan
C578112,9/23/14,0,57800,mortgage,debt_consolidation
C578267,9/5/14,0,14300,rent,business
C578651,9/4/14,0,50300,mortgage,debt_consolidation
C578713,9/9/14,0,43100,mortgage,personal loan
C578736,8/28/14,0,64300,house_owner,personal loan
C578829,7/31/14,0,10100,house_owner,personal loan
C578882,8/24/14,1,18000,rent,business
C579056,7/14/14,0,6600,rent,debt_consolidation
C579087,9/21/14,0,17600,rent,personal loan
C579098,9/22/14,0,49200,rent,debt_consolidation
C579188,7/24/14,0,167600,rent,business
C579225,8/20/14,0,114700,mortgage,auto
C579378,7/28/14,0,8800,rent,business
C579425,8/25/14,0,23600,rent,personal loan
C579477,7/3/14,0,129100,house_owner,personal loan
C579482,9/6/14,0,26300,rent,personal loan
C579707,9/20/14,0,80300,mortgage,personal loan
C579938,9/4/14,0,14700,rent,education
C579964,8/23/14,0,54000,rent,personal loan
C580057,8/6/14,1,54600,mortgage,debt_consolidation
C580098,8/8/14,0,78600,rent,debt_consolidation
C580206,9/11/14,0,38900,rent,personal loan
C580255,7/31/14,0,55000,mortgage,personal loan
C580268,7/9/14,0,91200,house_owner,business
C580283,9/28/14,1,23700,rent,auto
C580402,7/13/14,0,39400,rent,debt_consolidation
C580496,8/24/14,0,48000,rent,business
C580592,7/26/14,0,82000,mortgage,personal loan
C580625,8/18/14,0,80700,mortgage,personal loan
C580842,8/8/14,0,41200,house_owner,personal loan
C580923,7/2/14,1,46900,rent,debt_consolidation
C580960,8/26/14,0,16800,rent,personal loan
C581070,8/15/14,1,12200,rent,personal loan
C581203,7/15/14,1,18700,rent,personal loan
C581207,8/20/14,0,25500,house_owner,business
C581263,9/2/14,0,8300,rent,business
C581433,7/4/14,0,88100,rent,personal loan
C581638,7/7/14,0,126800,mortgage,personal loan
C581676,9/25/14,0,71400,rent,auto
C581709,8/1/14,0,70200,rent,debt_consolidation
C581747,9/8/14,0,56200,mortgage,business
C581856,8/31/14,0,17000,rent,business
C582167,7/3/14,0,16800,house_owner,business
C582288,7/8/14,0,11600,house_owner,personal loan
C582449,8/19/14,0,108500,mortgage,business
C582549,9/9/14,0,10300,rent,business
C582626,7/23/14,0,34500,rent,personal loan
C582930,8/19/14,0,39800,house_owner,business
C582956,8/25/14,0,49200,house_owner,debt_consolidation
C583215,8/20/14,0,59200,mortgage,auto
C583310,8/23/14,0,112900,mortgage,business
C583411,8/22/14,0,27200,rent,personal loan
C583518,8/5/14,0,121100,rent,business
C583590,7/11/14,0,47800,mortgage,auto
C583613,7/26/14,0,72800,house_owner,debt_consolidation
C583709,7/27/14,0,25300,mortgage,business
C583872,7/17/14,0,8500,mortgage,personal loan
C583877,7/7/14,1,74900,mortgage,personal loan
C583994,8/17/14,0,60600,rent,personal loan
C584093,7/4/14,1,75400,house_owner,debt_consolidation
C584098,9/2/14,0,91000,house_owner,business
C584101,7/23/14,0,48900,rent,auto
C584413,9/4/14,1,22200,rent,auto
