CustID,inquiry_id,inquiry_date,inquiry_type,report_date,application_decision
C666910,Inq_174138,2014-08-20,revolving,2014-05-31,denied
C666910,Inq_698846,2014-07-18,revolving,2014-05-31,approved
C666910,Inq_387738,2014-08-01,rental_application,2014-05-31,approved
C666911,Inq_297755,2014-08-23,revolving,2014-05-31,approved
C666911,Inq_822771,2014-08-14,rental_application,2014-05-31,approved
C666911,Inq_851180,2014-09-13,revolving,2014-05-31,approved
C666985,Inq_597159,2014-04-21,instalment,2014-05-31,approved
C667034,Inq_212221,2014-08-09,revolving,2014-05-31,denied
C667034,Inq_815049,2014-08-20,revolving,2014-05-31,approved
C667034,Inq_799207,2014-08-12,instalment,2014-05-31,approved
C667034,Inq_317682,2014-09-10,revolving,2014-05-31,denied
C667034,Inq_981323,2014-08-05,revolving,2014-05-31,approved
C667034,Inq_558864,2014-06-03,revolving,2014-05-31,approved
C667034,Inq_691437,2014-08-08,instalment,2014-05-31,approved
C667129,Inq_507793,2014-07-28,revolving,2014-05-31,approved
C667129,Inq_346209,2014-08-10,revolving,2014-05-31,denied
C667129,Inq_924054,2014-07-11,instalment,2014-05-31,approved
C667642,Inq_824553,2014-07-01,revolving,2014-05-31,approved
C667701,Inq_720051,2014-06-04,revolving,2014-05-31,approved
C667701,Inq_227564,2014-06-12,revolving,2014-05-31,approved
C667701,Inq_837680,2014-05-02,revolving,2014-05-31,approved
C667701,Inq_200240,2014-07-13,revolving,2014-05-31,approved
C667705,Inq_986162,2014-08-04,revolving,2014-05-31,approved
C667705,Inq_104141,2014-06-06,rental_application,2014-05-31,approved
C667705,Inq_947598,2014-08-02,revolving,2014-05-31,approved
C667812,Inq_535890,2014-05-29,revolving,2014-05-31,approved
C667812,Inq_812378,2014-06-18,revolving,2014-05-31,approved
C667885,Inq_502799,2014-09-02,mortgage,2014-05-31,approved
C667885,Inq_555888,2014-07-24,mortgage,2014-05-31,approved
C667885,Inq_205949,2014-07-23,revolving,2014-05-31,approved
C667885,Inq_659752,2014-06-07,revolving,2014-05-31,approved
C667885,Inq_902821,2014-08-17,instalment,2014-05-31,approved
C667885,Inq_305844,2014-08-09,revolving,2014-05-31,approved
C667928,Inq_865847,2014-03-26,rental_application,2014-05-31,approved
C667928,Inq_750405,2014-06-28,revolving,2014-05-31,denied
C667928,Inq_203344,2014-03-16,mortgage,2014-05-31,approved
C667928,Inq_301278,2014-03-22,revolving,2014-05-31,denied
C667938,Inq_349653,2014-05-08,revolving,2014-05-31,approved
C667938,Inq_141186,2014-06-07,revolving,2014-05-31,approved
C667938,Inq_884199,2014-06-25,instalment,2014-05-31,approved
C667988,Inq_110988,2014-05-31,instalment,2014-05-31,approved
C667988,Inq_839313,2014-06-09,revolving,2014-05-31,approved
C667988,Inq_225592,2014-04-02,revolving,2014-05-31,approved
C667988,Inq_621261,2014-06-13,revolving,2014-05-31,approved
C668049,Inq_372620,2014-08-21,mortgage,2014-05-31,denied
C668049,Inq_545037,2014-07-20,rental_application,2014-05-31,approved
C668102,Inq_196429,2014-09-24,revolving,2014-05-31,denied
C668102,Inq_849123,2014-07-06,instalment,2014-05-31,approved
C668102,Inq_118517,2014-09-10,revolving,2014-05-31,approved
C668102,Inq_353997,2014-09-19,instalment,2014-05-31,denied
C668145,Inq_221014,2014-04-17,rental_application,2014-05-31,approved
C668145,Inq_808590,2014-04-27,mortgage,2014-05-31,approved
C668145,Inq_911261,2014-06-14,revolving,2014-05-31,denied
C668145,Inq_694752,2014-04-10,revolving,2014-05-31,approved
C668145,Inq_176266,2014-06-09,instalment,2014-05-31,denied
C668145,Inq_450714,2014-05-07,rental_application,2014-05-31,denied
C668532,Inq_221431,2014-06-19,revolving,2014-05-31,approved
C668532,Inq_217664,2014-06-04,revolving,2014-05-31,denied
C668532,Inq_784617,2014-08-20,revolving,2014-05-31,denied
C668532,Inq_814441,2014-05-06,rental_application,2014-05-31,approved
C668532,Inq_457928,2014-07-21,rental_application,2014-05-31,denied
C668532,Inq_479253,2014-07-16,revolving,2014-05-31,approved
C668563,Inq_982319,2014-06-08,revolving,2014-05-31,approved
C668563,Inq_481563,2014-05-27,revolving,2014-05-31,approved
C668563,Inq_905549,2014-08-15,revolving,2014-05-31,approved
C668563,Inq_483106,2014-08-09,revolving,2014-05-31,approved
C668597,Inq_973985,2014-06-30,rental_application,2014-05-31,denied
C668597,Inq_467326,2014-04-16,revolving,2014-05-31,approved
C668597,Inq_237877,2014-06-10,revolving,2014-05-31,approved
C668952,Inq_274296,2014-08-31,revolving,2014-05-31,denied
C668952,Inq_640315,2014-06-30,revolving,2014-05-31,denied
C668995,Inq_105249,2014-04-06,revolving,2014-05-31,approved
C669090,Inq_291896,2014-05-20,revolving,2014-05-31,approved
C669090,Inq_729020,2014-05-19,revolving,2014-05-31,approved
C669090,Inq_421613,2014-05-23,revolving,2014-05-31,denied
C669395,Inq_555339,2014-06-29,revolving,2014-05-31,denied
C669448,Inq_197132,2014-06-01,mortgage,2014-05-31,denied
C669448,Inq_458590,2014-06-23,revolving,2014-05-31,denied
C669448,Inq_169670,2014-05-04,revolving,2014-05-31,approved
C669448,Inq_255717,2014-04-10,revolving,2014-05-31,approved
C669448,Inq_501744,2014-05-11,revolving,2014-05-31,approved
C669745,Inq_245082,2014-07-26,mortgage,2014-05-31,approved
C669745,Inq_297045,2014-05-20,revolving,2014-05-31,approved
C669745,Inq_121004,2014-08-10,instalment,2014-05-31,approved
C669745,Inq_176004,2014-07-14,rental_application,2014-05-31,denied
C669745,Inq_934402,2014-06-08,mortgage,2014-05-31,approved
C669943,Inq_371994,2014-06-21,revolving,2014-05-31,approved
C669943,Inq_171558,2014-06-27,revolving,2014-05-31,approved
C670053,Inq_275580,2014-07-29,mortgage,2014-05-31,approved
C670053,Inq_274085,2014-04-17,revolving,2014-05-31,denied
C670053,Inq_866084,2014-06-03,rental_application,2014-05-31,approved
C670053,Inq_921437,2014-05-11,instalment,2014-05-31,approved
C670053,Inq_256498,2014-08-04,revolving,2014-05-31,approved
C670447,Inq_369434,2014-05-15,revolving,2014-05-31,approved
C670447,Inq_650334,2014-07-03,revolving,2014-05-31,approved
C670447,Inq_710761,2014-05-27,revolving,2014-05-31,approved
C670447,Inq_404611,2014-06-21,instalment,2014-05-31,denied
C670461,Inq_866040,2014-06-15,revolving,2014-05-31,approved
C670461,Inq_820557,2014-05-30,mortgage,2014-05-31,approved
C670461,Inq_542781,2014-08-24,revolving,2014-05-31,approved
C670461,Inq_330438,2014-07-28,revolving,2014-05-31,approved
C670464,Inq_681064,2014-09-05,rental_application,2014-05-31,approved
C670464,Inq_855099,2014-06-30,instalment,2014-05-31,denied
C670464,Inq_294029,2014-07-24,revolving,2014-05-31,approved
C670464,Inq_938523,2014-06-16,revolving,2014-05-31,approved
C670464,Inq_496137,2014-09-03,revolving,2014-05-31,denied
C670464,Inq_230366,2014-06-16,revolving,2014-05-31,approved
C670623,Inq_939594,2014-05-14,revolving,2014-05-31,approved
C670623,Inq_677240,2014-04-14,revolving,2014-05-31,denied
C670623,Inq_345813,2014-07-30,revolving,2014-05-31,approved
C670623,Inq_927387,2014-06-10,mortgage,2014-05-31,approved
C670623,Inq_562302,2014-06-29,mortgage,2014-05-31,approved
C670794,Inq_608089,2014-05-30,revolving,2014-05-31,approved
C670794,Inq_374564,2014-06-02,revolving,2014-05-31,denied
C670810,Inq_456597,2014-05-27,revolving,2014-05-31,approved
C670812,Inq_630607,2014-08-07,revolving,2014-05-31,denied
C670950,Inq_633660,2014-05-30,mortgage,2014-05-31,approved
C670950,Inq_177631,2014-04-13,revolving,2014-05-31,approved
C671258,Inq_594671,2014-05-15,revolving,2014-05-31,approved
C671258,Inq_383048,2014-04-22,revolving,2014-05-31,approved
C671258,Inq_989432,2014-07-01,revolving,2014-05-31,approved
C671280,Inq_406675,2014-04-22,revolving,2014-05-31,denied
C671280,Inq_139579,2014-06-03,revolving,2014-05-31,approved
C671280,Inq_710297,2014-05-17,revolving,2014-05-31,denied
C671340,Inq_676270,2014-07-26,revolving,2014-05-31,approved
C671340,Inq_327492,2014-06-17,revolving,2014-05-31,approved
C671340,Inq_287603,2014-08-27,revolving,2014-05-31,approved
C671346,Inq_559577,2014-05-13,instalment,2014-05-31,approved
C671509,Inq_907177,2014-06-07,revolving,2014-05-31,approved
C671509,Inq_153082,2014-06-02,revolving,2014-05-31,denied
C671598,Inq_163567,2014-08-27,revolving,2014-05-31,denied
C671598,Inq_767689,2014-06-28,instalment,2014-05-31,approved
C671598,Inq_875747,2014-08-04,revolving,2014-05-31,approved
C671670,Inq_668776,2014-07-16,revolving,2014-05-31,denied
C671670,Inq_240068,2014-06-30,revolving,2014-05-31,approved
C671670,Inq_587313,2014-05-10,instalment,2014-05-31,approved
C671859,Inq_225125,2014-06-10,revolving,2014-05-31,approved
C671859,Inq_700683,2014-06-15,rental_application,2014-05-31,approved
C672095,Inq_552347,2014-07-26,revolving,2014-05-31,approved
C672095,Inq_432023,2014-06-16,rental_application,2014-05-31,approved
C672095,Inq_247681,2014-08-04,revolving,2014-05-31,approved
C672095,Inq_412456,2014-08-05,rental_application,2014-05-31,approved
C672375,Inq_161540,2014-07-17,revolving,2014-05-31,approved
C672375,Inq_952097,2014-06-12,mortgage,2014-05-31,approved
C672375,Inq_496762,2014-07-10,rental_application,2014-05-31,approved
C672375,Inq_959512,2014-04-13,revolving,2014-05-31,approved
C672378,Inq_664467,2014-04-08,instalment,2014-05-31,approved
C672378,Inq_954677,2014-06-16,revolving,2014-05-31,approved
C672378,Inq_923429,2014-03-30,rental_application,2014-05-31,approved
C672412,Inq_192788,2014-08-13,revolving,2014-05-31,approved
C672412,Inq_157311,2014-06-07,revolving,2014-05-31,denied
C672412,Inq_241390,2014-07-18,revolving,2014-05-31,approved
C672423,Inq_383295,2014-06-14,revolving,2014-05-31,approved
C672423,Inq_508591,2014-09-06,revolving,2014-05-31,approved
C672423,Inq_190717,2014-05-28,revolving,2014-05-31,approved
C672423,Inq_563558,2014-08-01,revolving,2014-05-31,approved
C672423,Inq_836088,2014-07-26,instalment,2014-05-31,approved
C672754,Inq_286924,2014-04-13,revolving,2014-05-31,approved
C672754,Inq_651783,2014-06-12,rental_application,2014-05-31,approved
C672754,Inq_689039,2014-05-17,revolving,2014-05-31,denied
C672955,Inq_808358,2014-06-06,rental_application,2014-05-31,denied
C672955,Inq_363070,2014-07-02,revolving,2014-05-31,approved
C672955,Inq_533209,2014-05-19,revolving,2014-05-31,approved
C672955,Inq_459848,2014-04-11,revolving,2014-05-31,approved
C673061,Inq_151390,2014-07-23,rental_application,2014-05-31,approved
C673106,Inq_770040,2014-07-27,rental_application,2014-05-31,approved
C673106,Inq_130827,2014-09-01,mortgage,2014-05-31,approved
C673106,Inq_716690,2014-05-28,mortgage,2014-05-31,denied
C673106,Inq_646491,2014-07-28,revolving,2014-05-31,approved
C673106,Inq_975592,2014-08-28,rental_application,2014-05-31,approved
C673106,Inq_471433,2014-06-24,instalment,2014-05-31,approved
C673123,Inq_541725,2014-07-08,revolving,2014-05-31,denied
C673123,Inq_131749,2014-09-01,instalment,2014-05-31,approved
C673216,Inq_542489,2014-04-30,rental_application,2014-05-31,approved
C673228,Inq_892440,2014-04-27,revolving,2014-05-31,denied
C673228,Inq_370564,2014-04-26,instalment,2014-05-31,approved
C673228,Inq_581631,2014-03-24,revolving,2014-05-31,approved
C673228,Inq_825719,2014-07-14,mortgage,2014-05-31,approved
C673228,Inq_541547,2014-03-25,revolving,2014-05-31,approved
C673378,Inq_965115,2014-07-03,rental_application,2014-05-31,denied
C673561,Inq_840633,2014-06-18,rental_application,2014-05-31,approved
C673561,Inq_625913,2014-06-11,mortgage,2014-05-31,denied
C673561,Inq_309312,2014-07-06,mortgage,2014-05-31,approved
C673561,Inq_244288,2014-09-02,revolving,2014-05-31,approved
C673575,Inq_359458,2014-05-26,mortgage,2014-05-31,approved
C673671,Inq_341384,2014-07-17,rental_application,2014-05-31,approved
C673671,Inq_305146,2014-05-14,revolving,2014-05-31,approved
C673671,Inq_280927,2014-07-03,rental_application,2014-05-31,approved
C673742,Inq_913723,2014-06-01,revolving,2014-05-31,approved
C673742,Inq_187170,2014-06-21,revolving,2014-05-31,approved
C673742,Inq_781194,2014-04-20,rental_application,2014-05-31,approved
C673888,Inq_504614,2014-05-20,revolving,2014-05-31,denied
C673888,Inq_957093,2014-06-16,rental_application,2014-05-31,approved
C673888,Inq_314854,2014-06-18,revolving,2014-05-31,denied
C673913,Inq_909177,2014-09-02,mortgage,2014-05-31,approved
C673913,Inq_786220,2014-08-31,revolving,2014-05-31,denied
C673913,Inq_593353,2014-07-03,revolving,2014-05-31,approved
C673990,Inq_787583,2014-06-16,revolving,2014-05-31,approved
C673990,Inq_230062,2014-05-03,rental_application,2014-05-31,approved
C673990,Inq_528646,2014-06-25,revolving,2014-05-31,approved
C673990,Inq_804121,2014-06-29,revolving,2014-05-31,approved
C673990,Inq_823824,2014-06-04,mortgage,2014-05-31,approved
C673997,Inq_266529,2014-05-24,instalment,2014-05-31,approved
C673997,Inq_305113,2014-06-08,revolving,2014-05-31,denied
C673997,Inq_336880,2014-06-18,rental_application,2014-05-31,approved
C673999,Inq_846420,2014-06-26,revolving,2014-05-31,approved
C673999,Inq_956079,2014-07-26,revolving,2014-05-31,approved
C674013,Inq_686589,2014-03-29,instalment,2014-05-31,approved
C674013,Inq_716668,2014-05-21,revolving,2014-05-31,denied
C674013,Inq_896651,2014-06-23,rental_application,2014-05-31,denied
C674013,Inq_815804,2014-06-04,revolving,2014-05-31,approved
C674053,Inq_560996,2014-05-17,mortgage,2014-05-31,denied
C674053,Inq_570813,2014-04-23,revolving,2014-05-31,approved
C674053,Inq_816769,2014-07-29,revolving,2014-05-31,approved
C674119,Inq_703461,2014-07-15,revolving,2014-05-31,approved
C674119,Inq_117176,2014-06-28,revolving,2014-05-31,approved
C674119,Inq_130613,2014-05-22,revolving,2014-05-31,approved
C674119,Inq_473979,2014-05-11,revolving,2014-05-31,approved
C674119,Inq_782665,2014-05-11,revolving,2014-05-31,approved
C674119,Inq_597020,2014-08-08,rental_application,2014-05-31,approved
C674138,Inq_378986,2014-07-05,rental_application,2014-05-31,approved
C674138,Inq_808413,2014-05-29,revolving,2014-05-31,approved
C674138,Inq_638915,2014-06-28,revolving,2014-05-31,approved
C674138,Inq_556028,2014-05-21,revolving,2014-05-31,approved
C674266,Inq_582717,2014-08-08,revolving,2014-05-31,approved
C674278,Inq_938149,2014-05-27,revolving,2014-05-31,approved
C674278,Inq_575916,2014-05-20,revolving,2014-05-31,approved
C674278,Inq_222803,2014-05-30,rental_application,2014-05-31,approved
C674278,Inq_289350,2014-04-11,revolving,2014-05-31,approved
C674445,Inq_442682,2014-05-30,rental_application,2014-05-31,approved
C674445,Inq_367797,2014-07-15,instalment,2014-05-31,approved
C674516,Inq_544957,2014-08-18,revolving,2014-05-31,approved
C674516,Inq_966721,2014-07-25,revolving,2014-05-31,approved
C674516,Inq_822494,2014-08-13,revolving,2014-05-31,denied
C674516,Inq_410667,2014-05-31,revolving,2014-05-31,approved
C674516,Inq_155273,2014-09-11,instalment,2014-05-31,denied
C674516,Inq_392366,2014-08-28,instalment,2014-05-31,denied
C674516,Inq_200049,2014-05-20,revolving,2014-05-31,approved
C674516,Inq_730205,2014-08-22,rental_application,2014-05-31,approved
C674516,Inq_150036,2014-05-22,mortgage,2014-05-31,approved
C674551,Inq_743936,2014-08-09,revolving,2014-05-31,approved
C674551,Inq_230903,2014-05-11,revolving,2014-05-31,approved
C674551,Inq_404814,2014-05-13,revolving,2014-05-31,approved
C674551,Inq_771067,2014-05-06,revolving,2014-05-31,approved
C674566,Inq_996529,2014-06-27,rental_application,2014-05-31,approved
C674566,Inq_292840,2014-05-29,revolving,2014-05-31,denied
C674566,Inq_719925,2014-07-06,mortgage,2014-05-31,approved
C674669,Inq_539048,2014-07-14,mortgage,2014-05-31,approved
C674669,Inq_182005,2014-06-24,mortgage,2014-05-31,denied
C674669,Inq_292485,2014-05-13,mortgage,2014-05-31,approved
C674669,Inq_758641,2014-08-11,revolving,2014-05-31,denied
C674686,Inq_872866,2014-07-12,mortgage,2014-05-31,denied
C674686,Inq_982585,2014-08-15,revolving,2014-05-31,denied
C674686,Inq_467503,2014-09-01,revolving,2014-05-31,approved
C674759,Inq_111455,2014-04-14,mortgage,2014-05-31,approved
C674759,Inq_390140,2014-07-30,revolving,2014-05-31,approved
C674759,Inq_702113,2014-07-27,revolving,2014-05-31,approved
C674765,Inq_461297,2014-05-24,mortgage,2014-05-31,approved
C674904,Inq_959949,2014-07-10,rental_application,2014-05-31,denied
C674904,Inq_155657,2014-07-03,instalment,2014-05-31,approved
C674904,Inq_538446,2014-07-13,revolving,2014-05-31,approved
C675205,Inq_793150,2014-08-10,mortgage,2014-05-31,denied
C675205,Inq_540154,2014-06-21,revolving,2014-05-31,approved
C675211,Inq_899550,2014-06-06,mortgage,2014-05-31,approved
C675211,Inq_918587,2014-07-13,revolving,2014-05-31,approved
C675211,Inq_543172,2014-08-20,instalment,2014-05-31,approved
C675246,Inq_961764,2014-08-12,revolving,2014-05-31,approved
C675246,Inq_380551,2014-06-21,revolving,2014-05-31,approved
C675246,Inq_854204,2014-08-10,revolving,2014-05-31,approved
C675246,Inq_237225,2014-05-26,revolving,2014-05-31,denied
C675246,Inq_245208,2014-09-15,rental_application,2014-05-31,approved
C675258,Inq_554328,2014-08-29,revolving,2014-05-31,approved
C675258,Inq_869474,2014-06-22,revolving,2014-05-31,denied
C675258,Inq_492530,2014-09-21,revolving,2014-05-31,denied
C675266,Inq_394389,2014-04-28,instalment,2014-05-31,approved
C675266,Inq_302263,2014-05-06,revolving,2014-05-31,approved
C675266,Inq_877675,2014-06-27,mortgage,2014-05-31,approved
C675266,Inq_493083,2014-06-02,mortgage,2014-05-31,approved
C675266,Inq_370260,2014-04-30,revolving,2014-05-31,approved
C675266,Inq_172805,2014-07-26,revolving,2014-05-31,approved
C675266,Inq_612907,2014-05-12,revolving,2014-05-31,approved
C675511,Inq_417707,2014-06-18,revolving,2014-05-31,denied
C675644,Inq_208739,2014-05-17,revolving,2014-05-31,approved
C675644,Inq_963028,2014-04-02,instalment,2014-05-31,approved
C675644,Inq_693295,2014-06-07,revolving,2014-05-31,approved
C675644,Inq_384852,2014-06-19,revolving,2014-05-31,approved
C675644,Inq_560086,2014-03-15,revolving,2014-05-31,approved
C675784,Inq_818388,2014-05-19,instalment,2014-05-31,approved
C675784,Inq_888573,2014-05-15,revolving,2014-05-31,approved
C675784,Inq_961131,2014-06-20,mortgage,2014-05-31,approved
C675784,Inq_182170,2014-04-29,revolving,2014-05-31,approved
C675784,Inq_303833,2014-04-23,rental_application,2014-05-31,approved
C675906,Inq_432393,2014-07-29,mortgage,2014-05-31,approved
C675906,Inq_321881,2014-06-22,mortgage,2014-05-31,approved
C675906,Inq_882151,2014-04-22,instalment,2014-05-31,denied
C676057,Inq_200626,2014-07-20,instalment,2014-05-31,approved
C676057,Inq_766694,2014-05-04,revolving,2014-05-31,denied
C676057,Inq_817253,2014-04-16,rental_application,2014-05-31,denied
C676057,Inq_335761,2014-07-26,instalment,2014-05-31,denied
C676286,Inq_521441,2014-05-19,revolving,2014-05-31,denied
C676331,Inq_103202,2014-04-15,revolving,2014-05-31,approved
C676331,Inq_273076,2014-07-14,revolving,2014-05-31,approved
C676331,Inq_690412,2014-06-22,revolving,2014-05-31,approved
C676499,Inq_760729,2014-04-22,revolving,2014-05-31,approved
C676499,Inq_877065,2014-07-04,revolving,2014-05-31,approved
C676566,Inq_378798,2014-08-28,rental_application,2014-05-31,approved
C676566,Inq_188602,2014-08-02,instalment,2014-05-31,approved
C676624,Inq_109805,2014-04-30,rental_application,2014-05-31,approved
C676692,Inq_606320,2014-06-10,revolving,2014-05-31,approved
C676692,Inq_736655,2014-07-01,revolving,2014-05-31,approved
C676709,Inq_684211,2014-06-24,revolving,2014-05-31,approved
C676709,Inq_275188,2014-08-01,revolving,2014-05-31,denied
C676721,Inq_840593,2014-05-13,rental_application,2014-05-31,approved
C676787,Inq_728029,2014-06-05,revolving,2014-05-31,approved
C676787,Inq_840989,2014-04-27,mortgage,2014-05-31,approved
C676791,Inq_288406,2014-06-20,revolving,2014-05-31,approved
C676791,Inq_740464,2014-05-29,revolving,2014-05-31,approved
C676791,Inq_861856,2014-07-01,mortgage,2014-05-31,approved
C677042,Inq_790481,2014-09-02,revolving,2014-05-31,approved
C677042,Inq_883612,2014-08-31,revolving,2014-05-31,approved
C677042,Inq_681888,2014-07-11,revolving,2014-05-31,approved
C677116,Inq_147550,2014-06-10,revolving,2014-05-31,approved
C677116,Inq_296592,2014-08-14,instalment,2014-05-31,approved
C677131,Inq_597566,2014-08-14,mortgage,2014-05-31,denied
C677131,Inq_178963,2014-06-15,revolving,2014-05-31,approved
C677131,Inq_809846,2014-05-30,revolving,2014-05-31,approved
C677131,Inq_379866,2014-07-06,rental_application,2014-05-31,approved
C677226,Inq_249827,2014-04-27,revolving,2014-05-31,approved
C677226,Inq_625478,2014-05-04,revolving,2014-05-31,approved
C677226,Inq_393168,2014-05-31,instalment,2014-05-31,denied
C677383,Inq_441141,2014-05-12,revolving,2014-05-31,approved
C677383,Inq_761629,2014-05-13,rental_application,2014-05-31,approved
C677383,Inq_351385,2014-07-15,rental_application,2014-05-31,approved
C677383,Inq_749129,2014-04-30,revolving,2014-05-31,denied
C677383,Inq_183413,2014-08-09,revolving,2014-05-31,approved
C677483,Inq_559463,2014-06-29,mortgage,2014-05-31,denied
C677483,Inq_232909,2014-05-30,revolving,2014-05-31,approved
C677765,Inq_218016,2014-05-21,instalment,2014-05-31,approved
C678213,Inq_543954,2014-03-23,revolving,2014-05-31,approved
C678213,Inq_517846,2014-03-27,revolving,2014-05-31,denied
C678213,Inq_941373,2014-04-18,instalment,2014-05-31,denied
C678494,Inq_347133,2014-06-19,revolving,2014-05-31,denied
C678494,Inq_259565,2014-06-25,revolving,2014-05-31,approved
C678494,Inq_221841,2014-05-19,revolving,2014-05-31,approved
C678536,Inq_200687,2014-05-10,revolving,2014-05-31,denied
C678536,Inq_351825,2014-06-12,instalment,2014-05-31,approved
C678575,Inq_742808,2014-06-07,revolving,2014-05-31,approved
C678575,Inq_575969,2014-05-04,revolving,2014-05-31,approved
C678628,Inq_271184,2014-07-26,instalment,2014-05-31,approved
C678628,Inq_725244,2014-07-08,rental_application,2014-05-31,approved
C678628,Inq_844879,2014-07-15,revolving,2014-05-31,approved
C678628,Inq_368044,2014-09-10,revolving,2014-05-31,denied
C678686,Inq_185668,2014-08-03,revolving,2014-05-31,denied
C678686,Inq_519927,2014-07-22,revolving,2014-05-31,approved
C678782,Inq_997259,2014-07-01,rental_application,2014-05-31,approved
C678782,Inq_192659,2014-09-02,revolving,2014-05-31,approved
C678782,Inq_281308,2014-06-20,revolving,2014-05-31,approved
C678782,Inq_413478,2014-07-24,rental_application,2014-05-31,approved
C678782,Inq_254298,2014-05-15,revolving,2014-05-31,approved
C678828,Inq_337034,2014-06-24,revolving,2014-05-31,approved
C678828,Inq_564255,2014-08-02,revolving,2014-05-31,approved
C678832,Inq_607195,2014-06-13,revolving,2014-05-31,approved
C678832,Inq_928321,2014-07-23,rental_application,2014-05-31,denied
C678832,Inq_121520,2014-06-18,revolving,2014-05-31,approved
C678886,Inq_306600,2014-06-05,revolving,2014-05-31,approved
C678886,Inq_580835,2014-05-31,mortgage,2014-05-31,approved
C678954,Inq_780509,2014-07-15,revolving,2014-05-31,approved
C678954,Inq_895300,2014-09-25,revolving,2014-05-31,approved
C678954,Inq_682630,2014-07-16,revolving,2014-05-31,approved
C678954,Inq_676313,2014-06-16,revolving,2014-05-31,approved
C678954,Inq_536792,2014-07-21,revolving,2014-05-31,approved
C679054,Inq_433679,2014-09-24,revolving,2014-05-31,approved
C679054,Inq_152945,2014-07-27,revolving,2014-05-31,approved
C679054,Inq_578281,2014-08-05,instalment,2014-05-31,denied
C679087,Inq_551776,2014-07-07,instalment,2014-05-31,denied
C679087,Inq_891071,2014-09-01,mortgage,2014-05-31,approved
C679087,Inq_765426,2014-07-09,revolving,2014-05-31,approved
C679089,Inq_980946,2014-08-11,revolving,2014-05-31,approved
C679089,Inq_500489,2014-07-29,mortgage,2014-05-31,approved
C679089,Inq_242368,2014-07-04,rental_application,2014-05-31,approved
C679109,Inq_700090,2014-04-30,revolving,2014-05-31,approved
C679109,Inq_516309,2014-04-11,rental_application,2014-05-31,approved
C679297,Inq_227534,2014-08-27,revolving,2014-05-31,approved
C679297,Inq_281373,2014-06-25,rental_application,2014-05-31,approved
C679297,Inq_805616,2014-07-18,revolving,2014-05-31,approved
C679362,Inq_436991,2014-06-21,rental_application,2014-05-31,approved
C679362,Inq_540443,2014-05-02,revolving,2014-05-31,approved
C679660,Inq_404372,2014-07-26,mortgage,2014-05-31,approved
C679660,Inq_939540,2014-09-15,revolving,2014-05-31,approved
C679660,Inq_489800,2014-08-17,mortgage,2014-05-31,approved
C679660,Inq_762372,2014-09-03,revolving,2014-05-31,approved
C679660,Inq_208277,2014-07-07,revolving,2014-05-31,approved
C679672,Inq_427258,2014-07-09,revolving,2014-05-31,denied
C679672,Inq_708743,2014-04-30,revolving,2014-05-31,denied
C679672,Inq_653292,2014-04-26,revolving,2014-05-31,approved
C679713,Inq_949187,2014-04-27,revolving,2014-05-31,approved
C679713,Inq_978522,2014-06-01,revolving,2014-05-31,denied
C679816,Inq_981576,2014-05-29,rental_application,2014-05-31,approved
C679816,Inq_355038,2014-04-13,rental_application,2014-05-31,approved
C679886,Inq_688855,2014-04-14,revolving,2014-05-31,approved
C679886,Inq_108840,2014-05-14,revolving,2014-05-31,approved
C679898,Inq_336756,2014-08-03,instalment,2014-05-31,denied
C679898,Inq_877262,2014-04-23,revolving,2014-05-31,approved
C680032,Inq_521266,2014-07-22,revolving,2014-05-31,approved
C680032,Inq_795477,2014-06-16,revolving,2014-05-31,denied
C680032,Inq_314203,2014-06-13,revolving,2014-05-31,denied
C680147,Inq_387393,2014-07-19,mortgage,2014-05-31,approved
C680147,Inq_119004,2014-06-26,revolving,2014-05-31,approved
C680154,Inq_289972,2014-05-22,revolving,2014-05-31,approved
C680154,Inq_234146,2014-05-30,instalment,2014-05-31,approved
C680154,Inq_545617,2014-07-15,revolving,2014-05-31,approved
C680154,Inq_148752,2014-06-15,revolving,2014-05-31,approved
C680185,Inq_326533,2014-05-11,revolving,2014-05-31,approved
C680185,Inq_222963,2014-08-08,rental_application,2014-05-31,approved
C680185,Inq_130692,2014-05-16,rental_application,2014-05-31,approved
C680185,Inq_539031,2014-05-10,revolving,2014-05-31,approved
C680185,Inq_795214,2014-08-02,revolving,2014-05-31,approved
C680185,Inq_617566,2014-05-11,revolving,2014-05-31,approved
C680316,Inq_335500,2014-06-30,revolving,2014-05-31,approved
C680388,Inq_107692,2014-08-29,instalment,2014-05-31,approved
C680388,Inq_476154,2014-06-12,mortgage,2014-05-31,approved
C680388,Inq_693621,2014-05-22,rental_application,2014-05-31,approved
C680419,Inq_530034,2014-06-26,revolving,2014-05-31,approved
C680419,Inq_459889,2014-05-26,revolving,2014-05-31,approved
C680419,Inq_993625,2014-09-21,instalment,2014-05-31,approved
C680419,Inq_858938,2014-08-19,revolving,2014-05-31,approved
C680419,Inq_776952,2014-09-15,instalment,2014-05-31,approved
C680419,Inq_414868,2014-06-07,rental_application,2014-05-31,approved
C680419,Inq_762985,2014-08-30,revolving,2014-05-31,approved
C680483,Inq_177276,2014-04-04,revolving,2014-05-31,approved
C680483,Inq_279414,2014-05-09,revolving,2014-05-31,approved
C680512,Inq_737284,2014-04-08,instalment,2014-05-31,approved
